chunk_id,source_book,page,text_preview,current_semantic_tags,current_risk_levels,annotated_contraindications,annotated_risk_level,annotator_notes
ku_pdfbook_7a0382b0,生命的礼物 关于爱死亡及存在的意义.pdf,190-190,"文稿是最新版本,
并多次试图询问玛丽莲文稿存在电脑哪个地
方。但她总是昏昏沉沉。无法回应。
玛丽莲经常失禁。女儿和最小的儿子本恩每天帮她清理换
洗衣物 (本恩有三个幼儿。对处理尿布很有经验)。每当这肘
生命的礼物:  关于爱。死亡及存在的薏 <
我便走出房间:  我想保留我记忆里美丽的
末受玷污的玛丽莲
其他时刻
我则寸步不离。整天待在她身边,我仍然没有放弃
希望。期待我们还能最后再说几句话。
下午晚些肘候
她突然睁开眼睛。转向我说道: ""是时候了
欧文。是时候了。够了
欧文;
够了
让我走吧 !
需要我请 P 医生来吗? 我用颤抖的声音问 ^她用力点了点头
P 医生在 %0 分钟后到达。但他","死亡焦虑, 医疗决策, 家属沟通",,,,
ku_pdfbook_cb32d75c,生命的礼物 关于爱死亡及存在的意义.pdf,190-190,"时刻
我则寸步不离。整天待在她身边,我仍然没有放弃
希望。期待我们还能最后再说几句话。
下午晚些肘候
她突然睁开眼睛。转向我说道: ""是时候了
欧文。是时候了。够了
欧文;
够了
让我走吧 !
需要我请 P 医生来吗? 我用颤抖的声音问 ^她用力点了点头
P 医生在 %0 分钟后到达。但他判断吗啡让玛丽莲的意识太","告别与分离, 医疗决策, 家属沟通",,,,
ku_pdfbook_78135705,生命的礼物 关于爱死亡及存在的意义.pdf,190-190,"吗? 我用颤抖的声音问 ^她用力点了点头
P 医生在 %0 分钟后到达。但他判断吗啡让玛丽莲的意识太
过昏沉。不能自愿吞咽结束生命的药物。而自愿吞咽是加州法
律所要求的。他下了医嘱 ,
大幅度限制她的吗啡。并告诉我们,
他和护士将在第二天早上11点返回。他留给我们他的手机号
码。要我们在必要时随时给他打电话。","医疗决策, 家属沟通",,,,
ku_pdfbook_ad1f650c,生命的礼物 关于爱死亡及存在的意义.pdf,190-190,"诉我们,
他和护士将在第二天早上11点返回。他留给我们他的手机号
码。要我们在必要时随时给他打电话。
第二天早晨。玛丽莲早上6点醒来,
非常不安。再次恳求
P 医生来帮助她结束生命。我们给他打电话。不到一小时。医
生就赶来了。玛丽莲早先曾要求过
她走时
我们所有的孩子
都要在场。三个孩子前一天就住在家里。","死亡焦虑, 告别与分离",,,,
ku_pdfbook_785c5c15,生命的礼物 关于爱死亡及存在的意义.pdf,190-190,"时。医
生就赶来了。玛丽莲早先曾要求过
她走时
我们所有的孩子
都要在场。三个孩子前一天就住在家里。
但另一个在马林县他
自己的家中。有一小时车程。当儿子从马林县赶来后。P 医生
靠在玛丽莲身边。凑近她的耳朵问:
'你想要什么?""
'不想活了。到此为止。
""你确定现在就想结束自己的生命吗?
虽然玛丽莲极度昏沉。但她还是坚定地点头。
P医生先给她一些药物来预防呕吐,然后用两个杯子准备
致命的药物。","医疗决策, 家属沟通",,,,
ku_pdfbook_8504e0f5,生命的礼物 关于爱死亡及存在的意义.pdf,191-191,"她的耳朵问:
'你想要什么?""
'不想活了。到此为止。
""你确定现在就想结束自己的生命吗?
虽然玛丽莲极度昏
沉。但她还是坚定地点头。
P医生先给她一些药物来预防呕吐,然后用两个杯子准备
致命的药物。
第21草
死亡抵达
他面露忧色。当把吸管放进玻璃杯里时 ,
他不无担心地说
道: ""我希望她的意识足够清醒。且有足够的气力能把玻璃杯里
的药物吸上来。法律规定病人要有足够的意识自己吞下药物。
我们扶玛丽莲从床上坐起身来。她把吸管放进嘴里。喝完
第一杯。P医生随即把第二杯递到她唇边。虽然玛丽莲虚弱得
说不出话来。但她还是一口气喝完了第二杯。她躺在床上。闭
着眼睛。深深地呼吸。床边是 P 医生。护士","死亡焦虑, 家属沟通, 医疗决策",,,,
ku_pdfbook_03f62ec9,生命的礼物 关于爱死亡及存在的意义.pdf,193-193,"。想借由观察自己的内心活动来缓解
悲伤。当我爬上家中通往卧室的楼梯
独自在卧室里度过玛丽
莲死亡日的大部分时间的时候。我默默地哭泣。试图通过观察
我的心智活动来减轻痛苦。然而即便这样。某些想法依然挥之
第22章
死
后
不去。想推开的那些场景不断地侵入。让我生动而强烈地体验
到那份执着的心念
我徒劳地想寻找一个开关去关闭那些令我不安的场景。但
却束手无策:  相同的场景一次又一次地涌入我的脑海。我曾经
有无数个小肘给强迫症病人儆咨询 .
但是此刻
我才更为真切
而深刻地理解了他们的挣扎。直到今天,
我都未曾完全明白强
迫性想法是多么令人困扰。难缠 我尝试通过呼吸将它赶走。
吸气默念 ""平静""
","哀伤与丧失, 抑郁情绪, 灵性需求",,,,
ku_pdfbook_1a8facbb,生命的礼物 关于爱死亡及存在的意义.pdf,215-215,"我预感
深深的悲伤最终还是会降临
总的来说。我对自己表现得这么好而感到震惊。为什么我
没有被丧亲之痛打垮?  我从不怀疑自己对玛丽莲的爱有多深:
我深深确信。没有一个男人对一个女人的爱。可与我对玛丽莲
箫23章
作为-个独立的成年人
生活
的爱相比拟多少次
当我看着她在过去几个月里遭受痛苦时 ,
我对她说:
'我真希望能代替你去承受病痛。
我是认真的:  我
愿意为她死
玛丽莲生命的最后30小肘在我脑海里反复回放。在这可怕
的36小时里 _
我寸步末曾离开过
我无数次亲吻她的额头和脸
颊
即使她往往没有任何反应。玛丽莲的离去对我们俩都是解
脱-一对她来说
不用再受苦于日复-日的恶心,疼痛。还有","哀伤与丧失, 告别与分离, 家属沟通",,,,
ku_pdfbook_8540182a,生命的礼物 关于爱死亡及存在的意义.pdf,215-215,"对她来说
不用再受苦于日复-日的恶心,疼痛。还有
要跟那么多深爱她的朋友和家人们告别带来的极度疲惫。
而对
我来说。几个月来。我一直眼睁睁看着她受苦而无能为力。这
对我来说是极大的折磨
现在我也解脱了。那最后36小时。对
我来说最痛苦的是。玛丽莲不怎么能说话了 ,
因为药物。即使
是已经很小剂量的吗啡和劳拉西泮 ( lorazepam)","照护负担, 告别与分离",,,,
ku_pdfbook_f73b913b,生命的礼物 关于爱死亡及存在的意义.pdf,215-215,"。玛丽莲不怎么能说话了 ,
因为药物。即使
是已经很小剂量的吗啡和劳拉西泮 ( lorazepam)
也使她的沟通
能力受到了很大影响^有时候。她短暂地睁开眼。冲着我微笑,
试图说出一两个字我努力想要跟她说说话。可是她很快又昏
睡过去
当时我还无端对那位护士发了脾气。我怪她给玛丽莲
的吗啡量太大。剥夺了我跟玛丽莲说话的最后机会。","疼痛管理, 家属沟通, 告别与分离",,,,
ku_pdfbook_9dbe5ce7,生命的礼物 关于爱死亡及存在的意义.pdf,215-215,"过去
当时我还无端对那位护士发了脾气。我怪她给玛丽莲
的吗啡量太大。剥夺了我跟玛丽莲说话的最后机会。
另一幕诀别的画面突然浮现在我眼前。我当时在和一些癌
症晚期患者做团体治疗。有肘候。因为病重
~些成员无法出
席我们的团体会面。他们会联系我。
问我能不能去家里见他们。
通常我都会同意 一天。我接到了伊娃的电话 ,问我能否家访。
她是一位中年女士,卵巢癌晚期。时日无多。她很少错过团体
会面。接到她电话的第二天
我出现在她家门口。她的护工让","疼痛管理, 告别与分离, 未竟事务, 家属沟通",,,,
ku_pdfbook_a8bafaa4,生命的礼物 关于爱死亡及存在的意义.pdf,216-216,"
问我能不能去家里见他们。
通常我都会同意 一天。我接到了伊娃的电话 ,
问我能否家访。
她是一位中年女士,卵巢癌晚期。时日无多。她很少错过团体
会面。接到她电话的第二天
我出现在她家门口。她的护工让
生命的礼物:  关于爱。死亡及存在的意<
我进了门。领着我去她的卧室。伊娃一直在打瞌睡。当她看到
我时
满脸都是笑容。用微弱沙哑的嗓音告诉护工。她要跟我
单独谈谈。护工随即离开了卧室
她看起来很虚弱。曾经响亮的嗓音现在衰弱得如游丝耳语
她说,医生坦言她会不久于世了。建议她住院
但她拒绝了
说自己宁愿死在家中。然后她把头转向我。伸手握住我的手
直视着我的眼睛说: ""欧文。拜托。最后一个请求
你可以","癌症末期, 居家安宁, 医疗决策, 存在性痛苦, 告别与分离",,,,
ku_pdfbook_f0c9bfb6,生命的礼物 关于爱死亡及存在的意义.pdf,216-216,"玛丽莲。然而我不能。也不愿意任由思绪停留在墓
穴或棺木上。因为我知道,我亲爱的玛丽莲。她并不真在那里
我感觉自己好像好些了
悲伤正在减轻
也许混乱和绝望
已经放过了我。但不久之后 ,我收到了帕特 。伯杰 ( Pat Berger
的邮件。她的丈夫鲍勃 。伯杰 ( Bob Berger
和我从医学生时代起就一直是好朋友。直到他三年前去世^在他生命的最后一
段肘间里,我们一起写了一本书《我要叫瞥察了》 ( ['m Calling
the Police), 这本书讲述了他在匈牙利纳粹大屠杀中幸存的经","哀伤与丧失, 生命意义, 告别与分离",,,,
ku_pdfbook_8162490e,生命的礼物 关于爱死亡及存在的意义.pdf,227-227,"试着屏蔽它们。转移注意力,想把它们从我的意识里清除出
去。可是,几分钟后,它们就又不请自来,
占据我的头脑。情
欲和羞耻同时席卷而来。将我淹没。玛丽莲几周前才下葬。我
竟对她如此不忠。这让我难以自处。
笫25章 .性和哀伤
回顾过去几周
我还发现自己的另一个怪异且有些尴尬的
变化: 我开始很容易被女性胸部,
尤其是巨大的胸部所吸引。
我不知道有没有人注意到这一点
但当玛丽莲的朋友们来访肘
我需要不断提醒自己。得看着她们的脸。不能盯着人家的胸部。
我想起一幅卡通画面 (不记得是什么时候第一次看到的,
可能
是青春期 )
一个女人托起一个男人的下巴。凑向自己的脸
庞。说道: ""喂。我在这儿呢 !
","哀伤与丧失, 死亡焦虑, 存在性痛苦, 抑郁情绪",,,,
ku_pdfbook_72dbfa93,生命的礼物 关于爱死亡及存在的意义.pdf,227-227,"ith
讨论这段记忆。他是我在精神科当住院实习医生
时科室的精神分析师
曾为我做过600多小时咨询。
很明显
现在我身处巨大压力之下,
心智退行也是合理的。像个孩子一
样。我哼唧着向母亲寻求慰藉。我想起在自己某本书里曾用过
的-句话: :弗洛伊德并非一无是处。
这些关于性的强迫念头;令我感到不安和羞愧。脑子里两
个声音在吵架 一个声音在说。我怎能玷辱自己同时也玷辱自
己对玛丽莲的爱呢?  难道我的爱就真的如此肤浅吗?  而另一个
声音在说。让自己活下去,
开始新生活。这不正是我现在的首","存在性痛苦, 抑郁情绪",,,,
ku_pdfbook_4071c68c,生命的礼物 关于爱死亡及存在的意义.pdf,234-234,"以接受如此不理性的自己。我的病人们,
出于种种原因来寻求帮助:  有人是为解决关系问题;  有人是为
更加了解自己; 有人则是为了缓解不安的情绪 ,
比如抑郁。躁
狂。焦虑。孤独。愤怒。嫉妒。痴迷。单恋。噩梦和恐惧。几
乎涵盖了人类心理困难的所有内容。而我的角色就像一个向导。
帮助来访者实现自我理解,",抑郁情绪,,,,
ku_pdfbook_1fa1ee07,生命的礼物 关于爱死亡及存在的意义.pdf,237-237,"毫末减。我
不断提醒自己。疗愈的过程是缓慢的。那些我曾经治疗过的病
人们。也都会有难挨的好几个月。这是必经阶段 然而。没有
人是像我们这样
年少时便情定今生。并终生厮守。
想到这里。我又不免担心起来。
50天后
第27章  麻 ^木
麻木的感觉持续存在。孩子们来看我。我们在社区里散步
一起做饭。下棋。看电影。
但我依旧觉得恍惚。跟儿子们下棋
的时候。我感觉心不在焉_
输或赢都了无意义。
昨天晚上有个社区扑克牌赛。儿子里德和我一起去参加。
这是自里德成年后。我第一次和他共同参与游戏。我一直喜欢
扑克。但是在这场游戏中。在这个肘候。我却无法摆脱麻木的
感觉。我知道。这听上去是抑郁; 即便如此.
我","哀伤与丧失, 抑郁情绪, 疲劳与虚弱",,,,
ku_pdfbook_95bf3f77,生命的礼物 关于爱死亡及存在的意义.pdf,237-237,"是必经阶段 然而。没有
人是像我们这样
年少时便情定今生。并终生厮守。
想到这里。我又不免担心起来。
50天后
第27章  麻 ^木
麻木的感觉持续存在。孩子们来看我。我们在社区里散步
一起做饭。下棋。看电影。
但我依旧觉得恍惚。跟儿子们下棋
的时候。我感觉心不在焉_
输或赢都了无意义。
昨天晚上有个社区扑克牌赛。儿子里德和我一起去参加。
这是自里德成年后。我第一次和他共同参与游戏。我一直喜欢
扑克。但是在这场游戏中。在这个肘候。我却无法摆脱麻木的
感觉。我知道。这听上去是抑郁; 即便如此.
我还是很开心看
到里德赢得三十美金的高兴样子。回家的路上。我想象着
回
到家一开门
玛丽莲迎接我俩。我","哀伤与丧失, 抑郁情绪",,,,
ku_pdfbook_8294c84f,生命的礼物 关于爱死亡及存在的意义.pdf,238-238,"欠玛丽
莲的。我得看完
我发现。每天的头几个小时
当我沉浸于这本书的写作时 ,
以及作为治疗师工作时
这种麻木感就会暂肘退去。今天的来
访者是一位二十多岁的女人
她身处困境。找我做咨询: ""我同
时爱着两个男人; 一个是我的丈夫。还有一个是去年开始交往
的男人。我不知道到底哪一个才是真爱。当我和他们其中一个",抑郁情绪,,,,
ku_pdfbook_a7d85553,生命的礼物 关于爱死亡及存在的意义.pdf,242-242,"偶尔。
越来越常独自一人吃饭
独自一人睡觉。在睡
前一成不变的。我会读一会儿小说。最近开始读威廉 。
斯泰隆
William Styron
的小说《苏菲的选择》 ( Sophie $ Choice). 但
读了几个小时后 ,
我意识到。这本书余后的章节发生在奥斯维
辛集中营。我可不想在就寝前阅读有关大屠杀的内容",抑郁情绪,,,,
ku_pdfbook_37d6db03,生命的礼物 关于爱死亡及存在的意义.pdf,243-243,"的一个传奇人物
悲观主义
者。怀疑论者 ,
能否从一个运作良好 ( well-functioning
的当代
治疗团体中获益
重读《叔本华的治疗》。带来了强而有效的疗愈。一页-页
读过去。我变得愈加平静。对自己的人生感到无比满足。一眼
看过去。书中句式。用词无不严谨精准
难怪能吸引到读者 !
我当年是怎么儆到的? 写下这本书的那位仁兄远比现在的我
要睿智。博学。哲学和心理学方面知识的储备远胜现在的我。","存在性痛苦, 生命意义, 抑郁情绪",,,,
ku_pdfbook_6071b0ee,生命的礼物 关于爱死亡及存在的意义.pdf,246-246,".
离群厌世 ,
他在接触自己情绪以及与他人建立关系方面,都有
很大的困难。每次被问到有什么感受时。
菲利普都说没有 朱
利亚斯。团体的带领者。常常用一个我最喜欢的问题来漂亮地
应对此类病人,他会问: ""对所发生的事。假设你会有情绪的话,
你觉得可能会是什么? ""
这本小说巳经被翻译成30多种语言 ,至今仍有人在读。可
是写这本书肘。我到底身处何方。却一点也想不起来了。假如
玛丽莲还活着
她一定会立刻告诉我答案。","抑郁情绪, 存在性痛苦, 哀伤与丧失",,,,
ku_pdfbook_99f1971a,生命的礼物 关于爱死亡及存在的意义.pdf,247-247,"假设你会有情绪的话,
你觉得可能会是什么? ""
这本小说巳经被翻译成30多种语言 ,
至今仍有人在读。可
是写这本书肘。我到底身处何方。却一点也想不起来了。假如
玛丽莲还活着
她一定会立刻告诉我答案。
63天后
第29章
明显在否认
玛丽莲去世己经九个星期了
我在处理哀伤方面没有什么
进展。如果从治疗师的角度来评估自己。我会这么说:欧文 ` D。
亚隆
明显抑郁。行动迟缓,
麻木恍惚。常伴有绝望感。体重
减轻生活无趣
难享独处。总的来说 。在接受他妻子的死亡
方面
没有什么进展。病人自述这种糟糕的处境至少要持续一
年。感觉极度孤单;  在理性上。病人知道应该要与外界保持接
触。但是极少主动与外","哀伤与丧失, 抑郁情绪",,,,
ku_pdfbook_c2a83638,生命的礼物 关于爱死亡及存在的意义.pdf,247-247,"。可
是写这本书肘。我到底身处何方。却一点也想不起来了。假如
玛丽莲还活着
她一定会立刻告诉我答案。
63天后
第29章
明显在否认
玛丽莲去世己经九个星期了
我在处理哀伤方面没有什么
进展。如果从治疗师的角度来评估自己。我会这么说:欧文 ` D。
亚隆
明显抑郁。行动迟缓,
麻木恍惚。常伴有绝望感。体重
减轻生活无趣
难享独处。总的来说 。在接受他妻子的死亡
方面
没有什么进展。病人自述这种糟糕的处境至少要持续一
年。感觉极度孤单;  在理性上。病人知道应该要与外界保持接
触。但是极少主动与外界联系。兴趣减退。
没有继续生活下去
的强烈愿望。食欲减退。大部分时候对食物无动于衷。常吃速
冻食品","哀伤与丧失, 抑郁情绪",,,,
ku_pdfbook_9741c437,生命的礼物 关于爱死亡及存在的意义.pdf,248-248,"喜欢看网球。但最近只在电视转播上看了几
场澳大利亚网球公开赛
其偶像费德勒输球后
他就不再看了。
病人认识的年轻球员没几个。对了解他们的兴趣也不大。
以上这些
是我对自己的客观观察。确实,现在的我就是
生命的礼物:  关于爱
死亡及存在的意〈
抑郁的。只是还没有到达有危险的程度罢了。我确信自己终究
会好起来。我曾陪伴过很多失去伴侣的来访者 ,度过他们的绝
望时刻,所以对于自己的预后
心中还是有数的。我并不畏惧
死亡
也没有自杀风险。最终。我很可能会死于突发冠心病;
而且必须得承认,对这种结局
我犬体上是欣然接受的。
近来我正在读一本有趣的回忆录《鳏夫笔记》 ( The Widowers
Not","哀伤与丧失, 抑郁情绪, 存在性痛苦, 告别与分离",low,,,
ku_pdfbook_56f5f63c,生命的礼物 关于爱死亡及存在的意义.pdf,248-248,"人认识的年轻球员没几个。对了解他们的兴趣也不大。
以上这些
是我对自己的客观观察。确实,现在的我就是
生命的礼物:  关于爱
死亡及存在的意〈
抑郁的。只是还没有到达有危险的程度罢了。我确信自己终究
会好起来。我曾陪伴过很多失去伴侣的来访者 ,度过他们的绝
望时刻,所以对于自己的预后
心中还是有数的。","抑郁情绪, 存在性痛苦, 死亡焦虑",,,,
ku_pdfbook_c9a27803,生命的礼物 关于爱死亡及存在的意义.pdf,248-248,"好起来。我曾陪伴过很多失去伴侣的来访者 ,度过他们的绝
望时刻,所以对于自己的预后
心中还是有数的。
我并不畏惧
死亡
也没有自杀风险。最终。我很可能会死于突发冠心病;
而且必须得承认,对这种结局
我犬体上是欣然接受的。
近来我正在读一本有趣的回忆录《鳏夫笔记》 ( The Widowers
Notebook ), 作者是乔纳森 `桑特洛弗 ( Jonathan Santlofer)","生命意义, 灵性需求",,,,
ku_pdfbook_8a26acbf,生命的礼物 关于爱死亡及存在的意义.pdf,249-249,"一击: ""你真把自己当成乔纳森 。桑特洛
弗了?以为自己跟他一样。畅游单身汊世界?  要知道他可是才
60多岁。而你自己呢
巳经 &8岁了。没有哪个女人,尤其像
玛莎这样年轻了25岁。有着幸福婚姻的女人。会对你或任何一
个衰老且去日无多的男人产生兴趣。自古以来,
就没有女人会
对 &8岁的老头感 `性'趣啊!","死亡焦虑, 存在性痛苦, 抑郁情绪",,,,
ku_pdfbook_8ce5233b,生命的礼物 关于爱死亡及存在的意义.pdf,257-257,"用会被公寓本身的资产增值所抵消。正如对
待大多数其他事一样 _
我选择不去想它。以避免去做任何决定。
汽车也面临同样的处境。我的车库里有两辆车。都是五年
车龄,
一辆是我妻子的捷豹。另一辆是我的雷克萨斯敞篷车
继续为两辆不怎么用的车支付税费和保险是不明智的。我巳经
没有自信能在夜间开车了
现在只会在白天开到附近去访友或","老年安宁, 抑郁情绪, 生命意义",,,,
ku_pdfbook_0b3a92a0,生命的礼物 关于爱死亡及存在的意义.pdf,258-258,"以来,
我就没去听过音乐会
看过舞台剧
电影或参加过其他活动-
除了那次斯坦福书店
的读书会  我一直都喜欢去剧院看演出。最近听说附近的社区
要上潢一出有趣的舞台剧 ,
我强迫自己邀请女儿同去。然而等
生命的礼物:  关于爱。死亡及存在的意义
我拖延够了以后。这出舞台剧的所有场次都已经结束了 像这
样拖延的例子不胜枚举
我收到一封有关斯坦福进修教育课程的邮件。有两门课让
我很感兴趣: ""生命的意义: 克尔凯郭尔 ( kierkegarrd)。 尼采以
及更多""  和 ""美国文学大师"" ,后者由我的朋友迈克尔 。克雷斯
尼主讲。这两门课听上去都很棒
不过我不知道晚上怎么去那
儿。如果这两门课的教","哀伤与丧失, 存在性痛苦, 生命意义, 抑郁情绪, 灵性需求",,,,
ku_pdfbook_b9a82c3a,生命的礼物 关于爱死亡及存在的意义.pdf,258-258,"直都喜欢去剧院看演出。最近听说附近的社区
要上潢一出有趣的舞台剧 ,
我强迫自己邀请女儿同去。然而等
生命的礼物:  关于爱。死亡及存在的意义
我拖延够了以后。这出舞台剧的所有场次都已经结束了 像这
样拖延的例子不胜枚举
我收到一封有关斯坦福进修教育课程的邮件。有两门课让
我很感兴趣: ""生命的意义: 克尔凯郭尔 ( kierkegarrd)。 尼采以
及更多""  和 ""美国文学大师"" ,后者由我的朋友迈克尔 。克雷斯
尼主讲。这两门课听上去都很棒
不过我不知道晚上怎么去那
儿。如果这两门课的教室都在汽车无法直接开到的楼里。或者
需要我在夜里走很长一段路怎么办?  这对我来说是不可能做到
的。","存在性痛苦, 生命意义",,,,
ku_pdfbook_f66a8663,生命的礼物 关于爱死亡及存在的意义.pdf,259-259,"。但我此刻比任何时候都更能理解和体会那些
想自杀的人的心理。
忽然我的脑海中浮现出一个人。一位独坐的老人,他正望
着无限美好的绚烂夕阳。全然沉浸在这环绕四侧的美景之中
啊。我真羡慕他。我渴望能像他一样
95天后
第32章
重温自己的作品
我的心情又开始变得阴沉暗淡。鉴于此前阅读《叔本华的
治疗》对我很有帮助。我决定再读一本自己的书。很奇怪,书
架上看上去最不熟悉的反倒是我五年前才刚出版的著作《一日
浮生》 (Creatures ofa Day ), 这是一本有关心理治疗的故事集。
遵从过去的阅读习惯。我每晚睡前只读一章。和过去一样。读
自己的作品颇有疗效。所以我希望尽可能地延长阅读时闻。这
本","自杀意念, 抑郁情绪, 生命意义",,,,
ku_pdfbook_836703a4,生命的礼物 关于爱死亡及存在的意义.pdf,259-259,"老人,他正望
着无限美好的绚烂夕阳。全然沉浸在这环绕四侧的美景之中
啊。我真羡慕他。我渴望能像他一样
95天后
第32章
重温自己的作品
我的心情又开始变得阴沉暗淡。鉴于此前阅读《叔本华的
治疗》对我很有帮助。我决定再读一本自己的书。很奇怪,书
架上看上去最不熟悉的反倒是我五年前才刚出版的著作《一日
浮生》 (Creatures ofa Day ), 这是一本有关心理治疗的故事集。
遵从过去的阅读习惯。我每晚睡前只读一章。和过去一样。读
自己的作品颇有疗效。所以我希望尽可能地延长阅读时闻。这
本书有一篇前言。 一篇后记和十二个故事。
很期待接下来的两
周我能借此缓解焦虑和抑郁
印在封面和封底上",抑郁情绪,,,,
ku_pdfbook_0e1e62f7,生命的礼物 关于爱死亡及存在的意义.pdf,267-267,"
""其实不难理解 我丈夫是穿着红格子睡衣去世的至
于你看不到我。是由于所有的尸体,
所有的死亡。你无法想象
这些,因为你从来没有遇到过什么不好的事情
在后来的治疗中,她补充说我的生活是不真实的:
温暖
第33章
哀伤冶疗的七堂课
舒适。总是被你的家人包围 '关于丧失。你真正知道些什么
呢。你认为你会处理得更好吗? 假设你的妻子或你的孩子现在
就要死了。你会怎么做? 就连你穿的那件粉红色的条纹衬衫,
我也讨厌它 我讨厌它说的话。
它在诉说什么?""
它在说。我什么问题都能解决。说说你的吧
艾琳谈起
她所认识的失去伴侣的人, ""这些人都知道。这是永远也过不
去的:
~那份深埋于地下的死寂只有他们知道","哀伤与丧失, 家属沟通, 抑郁情绪",,,,
ku_pdfbook_adfca8b3,生命的礼物 关于爱死亡及存在的意义.pdf,270-270,"注我所描述的一些记忆问题。他
给了我一个长达 |5分钟的口头测试和书面测试。我以为我做
得很好
直到他问我:
'现在请重复我让你记住的五样东西。
我不仅忘记了这五样东酉,而且,甚至不记得有五样东西需要
生命的礼物:  关干爱。死亡及存在的蒽 <
我来复述。
他对我的表现有点担心。并且预约了二个月后到一个神经
心理诊所。去做一次完整的
历时四个小时的测评。没什么比
严重痴呆让我更害怕的事了
加之而今我独自生活 .
这份害怕
愈发强烈。我不确定是否想进行测试。即便确诊了也没有什么
治疗方法。
他也对我能否继续开车表达了顾虑。虽然我并不喜欢听他
这样说。但在某种程度上。我也赞同他。我己经发觉自己不再","认知障碍, 抑郁情绪, 哀伤与丧失, 医疗决策, 家属沟通",,,,
ku_pdfbook_d3b3da4e,生命的礼物 关于爱死亡及存在的意义.pdf,270-270,"诊所。去做一次完整的
历时四个小时的测评。没什么比
严重痴呆让我更害怕的事了
加之而今我独自生活 .
这份害怕
愈发强烈。我不确定是否想进行测试。即便确诊了也没有什么
治疗方法。
他也对我能否继续开车表达了顾虑。虽然我并不喜欢听他
这样说。但在某种程度上。我也赞同他。我己经发觉自己不再
适合驾驶了:  我很容易分心。","死亡焦虑, 认知障碍, 抑郁情绪, 医疗决策",,,,
ku_pdfbook_c261e328,生命的礼物 关于爱死亡及存在的意义.pdf,271-271," 当我走到
屋外,一眼看到半空着的车库
里面再也没有玛丽莲的车时
一股巨大的忧伤涌上心头。这个傍晚。我想念着玛丽莲,
比过
往几个星期更甚。我非常后悔出售了她的车  与它分离又一次
撕开了悲痛的伤口。
弟34章
我的继续教育
这有毒的鸡尾酒
我的身体所应对着的严重的疼痛。受
损的平衡
脖颈不适所带来的失眠。对衰退的记忆的恐惧。玛
丽莲的车的消失
把我带到了绝望之境。在最低谷的时候,
我连着几个小时都无法动弹
无法做任何事情。甚至无法哀伤。
我就坐在那里。什么都不做。几乎没有自我觉知。有时会
这样持续几个小时 有一个朋友会来接我去参加斯坦福大学精
神病学系教员的晚宴 .
但在最后一刻
我打电话让","哀伤与丧失, 抑郁情绪, 疲劳与虚弱, 疼痛管理",,,,
ku_pdfbook_945c81e6,生命的礼物 关于爱死亡及存在的意义.pdf,271-271,"。我想念着玛丽莲,
比过往几个星期更甚。我非常后悔出售了她的车  与它分离又一次
撕开了悲痛的伤口。
弟34章
我的继续教育
这有毒的鸡尾酒
我的身体所应对着的严重的疼痛。受
损的平衡
脖颈不适所带来的失眠。对衰退的记忆的恐惧。玛
丽莲的车的消失
把我带到了绝望之境。在最低谷的时候,
我连着几个小时都无法动弹","哀伤与丧失, 疼痛管理, 抑郁情绪",,,,
ku_pdfbook_1f2cc3af,生命的礼物 关于爱死亡及存在的意义.pdf,271-271,"衰退的记忆的恐惧。玛
丽莲的车的消失
把我带到了绝望之境。在最低谷的时候,
我连着几个小时都无法动弹
无法做任何事情。甚至无法哀伤。
我就坐在那里。什么都不做。几乎没有自我觉知。有时会
这样持续几个小时 有一个朋友会来接我去参加斯坦福大学精
神病学系教员的晚宴 .
但在最后一刻
我打电话让他取消了
我来到我的办公桌前。","认知障碍, 抑郁情绪, 哀伤与丧失",,,,
ku_pdfbook_29ba220e,生命的礼物 关于爱死亡及存在的意义.pdf,271-271,"我去参加斯坦福大学精
神病学系教员的晚宴 .
但在最后一刻
我打电话让他取消了
我来到我的办公桌前。
尝试写作。但文思枯竭。只好放下。我
的胃口很差。不愿意吃饭:  在过去几天里。我大约瘦了五磅。
如今
我全然理解早先我对性执着的评论了一能够有些感觉
比起一无所感要好得多。
一无所感是对过去几天里我的心态","抑郁情绪, 死亡焦虑, 存在性痛苦",,,,
ku_pdfbook_135f7a6d,生命的礼物 关于爱死亡及存在的意义.pdf,272-272,"肘 .
我意识到我上了一堂
很棒的研究生课程  亲身体验到了治疗师经常面临的二种充满
挑战的情境。首先。是无法遏制的强迫性念头:  噩梦以及有关
女性乳房和性接触的念头反复出现。所有这些困扰现在都已经
生命的礼物:  关干爱。死亡及仔任的总 <
消退了
但我永远不会忘记当我试图阻止它们时的无能为力的
体验。
接下来就是深刻的令人心碎的哀伤。虽然这份哀伤巳经不
再使我感到煎熬。但它依然持续着。每次看到玛丽莲的照片肘
这份哀伤就会被重新唤醒。在我想起她的肘候 ,
我都会潸然泪
下。这几行字
是我在玛丽莲的生日三月十日时写的。距离她
去世整整一百一十天。
最后。我感受到了令人窒息的压抑。那种麻痹迟钝","哀伤与丧失, 存在性痛苦, 生命意义",,,,
